Predicted ANN load,Target Load,LSTM Load,Tmestamp,LSTM_MODEL_1_Load,LSTM_MODEL_2_Load,LSTM_MODEL_3_Load,CNN_LSTM_MODEL_Load,EMD-LSTM
56119.207,56411.17145,56798.168,28/09/2010 15:00,[53205.35],[49997.867],[50326.99],[55454.477],49755.492
55615.484,55055.84924,56363.27,28/09/2010 16:00,[51917.312],[49748.242],[52907.434],[54902.816],49755.492
54475.445,53629.9353,55018.418,28/09/2010 17:00,[50976.08],[49541.418],[55520.945],[53789.184],49755.492
53054.668,53724.97016,53606.484,28/09/2010 18:00,[50360.7],[49425.594],[56633.777],[52702.977],40873.348
52842.05,53658.68041,53436.92,28/09/2010 19:00,[50081.605],[49434.54],[56961.996],[52667.945],40873.508
52518.22,53169.23135,53142.594,28/09/2010 20:00,[50132.367],[50028.15],[57149.53],[52474.633],40873.195
51912.344,51827.98838,52618.242,28/09/2010 21:00,[50123.227],[52489.938],[57220.63],[51965.613],40873.266
50723.465,51167.43746,51466.32,28/09/2010 22:00,[50298.184],[54914.453],[57207.734],[50822.555],40873.285
50113.05,50613.26301,50807.26,28/09/2010 23:00,[50791.156],[56126.297],[57120.266],[50173.85],40873.254
49626.332,50181.10862,50200.895,29/09/2010 0:00,[51770.414],[56635.07],[56924.203],[49593.633],40873.18
49066.273,49944.4992,51303.742,29/09/2010 1:00,[53665.44],[56860.836],[56314.145],[49359.406],49738.03
49212.65,49681.10013,50950.305,29/09/2010 2:00,[55740.812],[57007.445],[55058.336],[49259.18],49738.67
49107.465,49577.26575,50535.957,29/09/2010 3:00,[56605.18],[56925.97],[54517.96],[49073.895],49739.055
49215.383,49592.32271,50411.98,29/09/2010 4:00,[57089.695],[56772.86],[54105.312],[49087.06],49739.164
49651.86,49928.85561,50576.215,29/09/2010 5:00,[57247.04],[56452.22],[53233.336],[49353.324],49737.266
50311.926,50509.81972,51336.77,29/09/2010 6:00,[57270.96],[55895.64],[51823.227],[50068.09],49735.25
51257.957,53000.28049,52413.82,29/09/2010 7:00,[57240.082],[55372.266],[50811.383],[51090.895],49731.492
54399.438,54914.66577,55253.24,29/09/2010 8:00,[57183.945],[55132.965],[50454.09],[53901.27],49727.9
55934.906,56536.90687,56625.664,29/09/2010 9:00,[57037.582],[54645.125],[50047.324],[55415.26],49755.492
56675.203,56852.51645,57221.08,29/09/2010 10:00,[56601.133],[53930.348],[49800.508],[56352.45],49755.492
56614.406,56897.68734,56962.016,29/09/2010 11:00,[55659.414],[52631.75],[49583.72],[56284.184],49755.492
56438.414,56753.96179,56799.855,29/09/2010 12:00,[54546.88],[51694.766],[49477.113],[56065.934],49755.492
56177.25,56909.02895,56619.3,29/09/2010 13:00,[54031.566],[50975.47],[49597.6],[55761.703],49755.492
56151.387,56893.97199,56693.062,29/09/2010 14:00,[53749.754],[50527.04],[49969.207],[55797.156],49755.492
56003.25,56710.74635,56642.1,29/09/2010 15:00,[53170.203],[50202.945],[50643.668],[55636.023],49755.492
55796.945,55530.24135,56447.484,29/09/2010 16:00,[51907.58],[49928.84],[53297.6],[55381.098],49755.492
54851.36,54018.87425,55263.324,29/09/2010 17:00,[51008.848],[49749.6],[55616.82],[54328.39],49755.492
53531.016,53959.62413,53758.836,29/09/2010 18:00,[50424.664],[49648.55],[56579.973],[53009.68],49755.492
53216.062,53819.22284,53509.957,29/09/2010 19:00,[50056.25],[49710.023],[56928.188],[52895.29],40873.062
52812.24,53303.76629,53161.258,29/09/2010 20:00,[50103.58],[50266.93],[57135.574],[52689.523],40872.914
52088.137,52057.75372,52594.43,29/09/2010 21:00,[50031.086],[52993.344],[57259.445],[52212.516],40872.77
51012.38,51244.67773,51615.58,29/09/2010 22:00,[50169.08],[55786.51],[57237.625],[51141.145],40873.51
50335.348,50682.29039,50886.25,29/09/2010 23:00,[50584.133],[56727.598],[57094.637],[50388.68],40873.453
49816.176,50231.16813,50282.043,30/09/2010 0:00,[51550.64],[56844.434],[56776.766],[49832.445],40873.035
49303.4,49947.04129,50361.76,30/09/2010 1:00,[53305.797],[56892.52],[56076.88],[49327.36],49738.312
49318.652,49657.04809,49995.793,30/09/2010 2:00,[55493.363],[56928.53],[54631.605],[49259.758],49737.97
49112.9,49587.23854,49665.09,30/09/2010 3:00,[56511.266],[56841.797],[53929.33],[49114.195],49737.227
49224.625,49629.86734,49675.023,30/09/2010 4:00,[56990.582],[56572.633],[53868.06],[49240.79],49736.258
49497.26,49983.99929,49953.543,30/09/2010 5:00,[57150.92],[56144.734],[53465.03],[49595.18],49733.523
50361.008,50518.61924,50758.375,30/09/2010 6:00,[57219.08],[55459.54],[52198.395],[50443.223],49730.97
51267.87,52850.10195,51720.066,30/09/2010 7:00,[57229.547],[54667.715],[51290.66],[51462.465],49727.094
54424.617,54874.38351,54329.867,30/09/2010 8:00,[57215.668],[54744.48],[50623.184],[54115.86],49730.633
56120.598,56502.6865,55949.57,30/09/2010 9:00,[57094.42],[54662.297],[50224.633],[55711.55],49802.6
56853.113,56767.0633,56849.08,30/09/2010 10:00,[56785.2],[54018.137],[49936.965],[56621.613],49802.6
56798.066,56765.10785,56729.555,30/09/2010 11:00,[55979.47],[52703.266],[49737.855],[56531.215],49802.6
56590.043,56356.02777,56616.85,30/09/2010 12:00,[54925.246],[51762.953],[49628.746],[56215.36],49802.6
56168.266,56282.6984,56237.12,30/09/2010 13:00,[54330.67],[51055.285],[49737.734],[55685.17],49802.6
55943.617,56561.15444,56153.805,30/09/2010 14:00,[53925.58],[50530.293],[50124.914],[55474.37],49802.6
55917.81,56455.16907,56390.582,30/09/2010 15:00,[53401.17],[50269.484],[50962.996],[55513.54],49802.6
55652.402,55113.33947,56274.773,30/09/2010 16:00,[52219.184],[49975.707],[53722.812],[55236.492],49802.6
54483.582,53693.29188,54828.863,30/09/2010 17:00,[51150.086],[49750.],[55748.516],[54058.98],49802.6
53119.867,53668.26212,53349.133,30/09/2010 18:00,[50454.582],[49599.],[56600.78],[52832.996],49802.6
52806.223,53588.28422,53208.105,30/09/2010 19:00,[50031.66],[49657.414],[56865.035],[52754.99],49802.6
52417.285,52991.28542,52971.688,30/09/2010 20:00,[50137.06],[50359.027],[56848.38],[52581.19],49802.6
51707.492,51806.67398,52359.14,30/09/2010 21:00,[50122.61],[53186.977],[56569.164],[51997.957],49802.6
50636.867,51147.88297,51342.574,30/09/2010 22:00,[50323.12],[54832.34],[55881.11],[50978.164],49802.6
50025.13,50540.12919,50711.94,30/09/2010 23:00,[50817.484],[55415.773],[54758.156],[50332.27],49802.6
49485.707,50210.83146,50043.785,10/1/2010 0:00,[51783.68],[55197.57],[54087.46],[49711.36],49802.6
49178.473,50182.47744,50439.64,10/1/2010 1:00,[53506.656],[54530.336],[53560.96],[49617.812],49820.605
49406.492,49629.08516,50396.04,10/1/2010 2:00,[55475.62],[54082.566],[52879.64],[49760.1],49820.605
49069.72,49488.48833,49669.742,10/1/2010 3:00,[56386.48],[53645.68],[53266.723],[49272.582],49820.605
49116.727,49515.66908,49564.16,10/1/2010 4:00,[56765.098],[53734.617],[53355.504],[49255.844],49820.605
49395.973,49706.12988,49788.42,10/1/2010 5:00,[56844.38],[54099.918],[53279.75],[49541.703],49820.605
49871.707,49807.22663,50322.953,10/1/2010 6:00,[56879.203],[54272.92],[52088.605],[50098.55],49820.605
50345.035,50678.57503,50650.426,10/1/2010 7:00,[56702.8],[53814.31],[51252.508],[50563.4],49820.605
51634.387,52198.93719,51924.465,10/1/2010 8:00,[56222.16],[53790.793],[50600.125],[52025.125],49820.605
53510.92,53796.73517,53515.258,10/1/2010 9:00,[55563.867],[53603.344],[49880.082],[53552.08],50414.945
54920.758,54295.96148,54533.227,10/1/2010 10:00,[54746.79],[53569.566],[49673.926],[54618.715],50414.945
55054.094,54313.75607,54540.695,10/1/2010 11:00,[53665.867],[52600.85],[49453.582],[54729.02],50414.945
54827.984,53702.67803,54371.426,10/1/2010 12:00,[52857.723],[51686.496],[49352.22],[54482.96],50414.945
54100.91,53236.49882,53798.81,10/1/2010 13:00,[52814.598],[50954.008],[49372.98],[53773.043],50414.945
53465.906,53035.67413,53397.01,10/1/2010 14:00,[52799.773],[49842.43],[49578.17],[53195.316],50414.945
53090.28,52959.99823,53208.332,10/1/2010 15:00,[52376.008],[49617.5],[49717.76],[52854.145],50414.945
52840.492,52715.17592,53103.32,10/1/2010 16:00,[51294.7],[49387.797],[50659.918],[52629.727],50414.945
52504.74,52762.69335,52846.55,10/1/2010 17:00,[50431.977],[49254.414],[51406.87],[52297.61],50414.945
52422.22,53196.60764,52776.027,10/1/2010 18:00,[49831.32],[49199.137],[52145.71],[52237.6],50414.945
52410.324,53288.12269,52884.594,10/1/2010 19:00,[49364.836],[49513.953],[52434.312],[52527.3],50414.945
52240.516,52837.19598,52768.95,10/1/2010 20:00,[49308.477],[50029.773],[52449.59],[52459.824],50414.945
51671.137,51670.57468,52307.89,10/1/2010 21:00,[49046.848],[50742.53],[52350.8],[51979.484],50414.945
50698.83,51099.97445,51360.293,10/1/2010 22:00,[49083.258],[51345.64],[52461.867],[50929.14],50414.945
50145.7,50454.28495,50802.41,10/1/2010 23:00,[49299.613],[52286.453],[52613.516],[50345.152],50414.945
49572.508,50193.42795,49897.004,10/2/2010 0:00,[49672.098],[52797.055],[52937.633],[49725.883],50414.945
49249.758,49872.34311,50302.4,10/2/2010 1:00,[50039.516],[52767.035],[53087.836],[49536.375],49734.703
49073.227,49606.2064,49862.29,10/2/2010 2:00,[50689.414],[52512.16],[52853.58],[49297.12],49735.734
48971,49391.69357,49517.21,10/2/2010 3:00,[51522.883],[52526.918],[52835.32],[49101.062],49737.125
48931.055,49352.58457,49294.88,10/2/2010 4:00,[52406.184],[52825.785],[52797.63],[48947.996],49738.78
49101.047,49442.14417,49399.312,10/2/2010 5:00,[53202.688],[53108.047],[52459.03],[49077.086],49738.773
49537.973,49318.55975,49749.695,10/2/2010 6:00,[53349.57],[53015.78],[51387.02],[49419.54],49738.32
49552.152,49434.51792,49686.23,10/2/2010 7:00,[52982.82],[52722.03],[50549.234],[49433.32],49733.156
49821.305,50351.23275,49902.18,10/2/2010 8:00,[52613.297],[52789.297],[50000.1],[49818.02],49729.562
50980.67,51958.02579,51303.758,10/2/2010 9:00,[52341.816],[52787.6],[49543.125],[51095.53],49755.492
52735.97,52321.54389,52981.27,10/2/2010 10:00,[52022.77],[52156.914],[49517.844],[52622.293],49755.492
52903.016,52326.04143,52877.21,10/2/2010 11:00,[51633.344],[50824.69],[49333.74],[52782.133],49721.867
52618.355,52312.93991,52615.766,10/2/2010 12:00,[51576.465],[50246.26],[49275.68],[52620.79],49721.867
52449.47,52361.82616,52504.62,10/2/2010 13:00,[51900.746],[49816.96],[49370.516],[52455.867],49721.867
52453.805,52340.90284,52501.562,10/2/2010 14:00,[52215.2],[49466.562],[49716.125],[52378.156],49721.867
52374.67,52250.16998,52454.77,10/2/2010 15:00,[52011.117],[49693.242],[50400.97],[52248.79],49721.867
52240.754,52038.59032,52345.926,10/2/2010 16:00,[51111.86],[49356.258],[53040.312],[52068.668],49721.867
51953.703,52042.89231,52129.96,10/2/2010 17:00,[50307.47],[49192.66],[55472.33],[51789.348],49721.867
51814.457,52421.66292,52023.355,10/2/2010 18:00,[49708.715],[49122.805],[56489.26],[51683.605],40873.11
51881.594,52498.51209,52266.137,10/2/2010 19:00,[49430.633],[49359.914],[56779.992],[51919.],40872.793
51708.113,52092.16964,52194.094,10/2/2010 20:00,[51611.695],[50522.273],[57003.703],[51885.89],40872.918
51241.223,51058.71446,51699.746,10/2/2010 21:00,[52473.89],[53160.594],[57039.594],[51452.957],40873.47
50369.31,50433.94827,50674.805,10/2/2010 22:00,[53442.64],[55415.742],[56978.547],[50506.6],40873.125
49832.32,49809.57317,49951.07,10/2/2010 23:00,[54430.406],[56533.633],[56812.59],[49869.957],40873.17
49317.293,49419.06986,49224.645,10/3/2010 0:00,[55249.8],[56795.07],[56470.79],[49206.45],40873.188
48723.613,49209.05456,49289.254,10/3/2010 1:00,[55856.758],[56835.91],[55797.74],[48799.566],49736.43
48658.754,49058.28939,49035.605,10/3/2010 2:00,[56443.688],[56722.555],[54830.523],[48673.79],49733.18
48673.18,49002.55907,48883.484,10/3/2010 3:00,[57035.254],[56512.133],[54160.305],[48658.188],49731.61
48807.473,49057.8983,48901.477,10/3/2010 4:00,[57453.207],[56227.188],[53876.78],[48770.527],49732.062
49110.195,49434.12683,49162.47,10/3/2010 5:00,[57582.06],[55851.984],[52899.906],[49083.168],49733.9
49821.027,50170.35365,49917.664,10/3/2010 6:00,[57637.707],[55449.56],[51605.09],[49916.48],49734.32
50997.414,52509.65816,51150.31,10/3/2010 7:00,[57606.03],[55612.883],[50837.055],[51269.83],49732.883
54118.758,54652.43997,53959.242,10/3/2010 8:00,[57484.46],[56168.434],[50212.215],[54094.676],49732.516
55986.44,56159.11398,55707.945,10/3/2010 9:00,[57202.152],[54072.65],[49840.215],[55861.832],49734.945
56722.055,56678.87252,56646.777,10/3/2010 10:00,[56646.605],[53184.18],[49664.957],[56770.58],49731.36
56774.348,56706.83545,56596.465,10/3/2010 11:00,[55747.34],[51990.15],[49325.992],[56861.137],49721.867
56596.977,56546.48857,56466.35,10/3/2010 12:00,[54771.47],[51209.61],[49276.93],[56611.25],49721.867
56325.27,56524.58753,56260.21,10/3/2010 13:00,[54028.85],[50514.516],[49468.555],[56246.168],49721.867
56096.55,56421.53533,56195.25,10/3/2010 14:00,[53431.586],[50140.777],[50011.324],[56008.977],49721.867
55804.85,56183.5571,56047.36,10/3/2010 15:00,[52548.5],[49844.93],[50927.6],[55722.914],49721.867
55408.66,54956.12131,55737.977,10/3/2010 16:00,[51284.33],[49550.203],[52894.3],[55372.05],49721.867
54292.61,53526.68756,54364.668,10/3/2010 17:00,[50478.344],[49339.895],[55430.266],[54261.473],40872.76
52894.703,53579.87579,52973.535,10/3/2010 18:00,[49870.79],[49227.773],[56623.07],[52995.25],40872.766
52702.402,53524.34102,52816.914,10/3/2010 19:00,[49511.68],[49380.992],[56946.82],[52882.254],40873.617
52363.883,52957.2606,52514.49,10/3/2010 20:00,[49461.375],[50183.33],[57103.656],[52692.6],40873.168
51681.332,51589.61906,51888.812,10/3/2010 21:00,[49448.777],[52184.5],[57097.805],[52115.055],40873.13
50553.01,50824.84267,50796.137,10/3/2010 22:00,[49612.37],[54443.7],[57009.69],[50906.24],40873.062
49867.812,50276.14348,50041.02,10/3/2010 23:00,[50085.758],[56252.047],[56803.895],[50142.133],40872.977
49403.598,49836.75392,49465.902,10/4/2010 0:00,[51113.293],[56715.11],[56335.68],[49540.66],40872.438
48835.594,49667.99861,49937.715,10/4/2010 1:00,[53033.812],[56848.9],[55374.688],[49445.473],49820.605
49061.84,49542.84983,49696.426,10/4/2010 2:00,[55336.86],[56877.273],[54261.5],[49388.13],49820.605
49133.816,49434.32237,49538.477,10/4/2010 3:00,[56386.754],[56759.555],[53964.32],[49363.97],49820.605
49221.24,49520.75325,49475.26,10/4/2010 4:00,[56904.773],[56445.16],[53717.336],[49356.227],49820.605
49574.875,49769.48645,49805.3,10/4/2010 5:00,[57081.164],[55865.977],[53202.938],[49679.594],49820.605
50121.715,50386.62639,50474.766,10/4/2010 6:00,[57115.816],[55053.164],[51998.016],[50260.883],49820.605
51127.145,52861.44356,51613.137,10/4/2010 7:00,[57086.52],[54704.594],[51187.145],[51330.402],49820.605
54306.91,54749.43027,54443.1,10/4/2010 8:00,[56982.29],[54556.254],[50467.754],[54198.17],49820.605
55890.656,55988.79431,55905.688,10/4/2010 9:00,[56763.297],[53888.344],[50061.477],[55759.258],50414.945
56500.582,56419.97097,56535.8,10/4/2010 10:00,[56296.03],[53042.6],[49723.773],[56479.066],50414.945
56498.79,56666.74873,56388.434,10/4/2010 11:00,[55330.42],[51859.492],[49493.418],[56538.297],50414.945
56424.508,56555.28809,56373.953,10/4/2010 12:00,[54180.883],[51014.344],[49353.934],[56478.13],50414.945
56152.047,56681.02351,56174.28,10/4/2010 13:00,[53698.805],[50376.727],[49499.07],[56142.855],50414.945
56041.258,56851.53873,56225.105,10/4/2010 14:00,[53484.61],[49980.18],[50008.27],[56036.656],50414.945
55954.18,56594.98372,56317.438,10/4/2010 15:00,[52830.902],[49758.176],[50916.27],[55978.973],50414.945
55616.754,55137.00041,56004.92,10/4/2010 16:00,[51484.76],[49563.38],[52490.63],[55585.96],50414.945
54474.457,53734.94295,54480.363,10/4/2010 17:00,[50613.617],[49386.1],[54602.867],[54278.69],50414.945
53241.51,53640.88582,53229.836,10/4/2010 18:00,[50080.613],[49286.28],[56288.53],[53046.812],50414.945
52771.586,53535.29154,53006.88,10/4/2010 19:00,[49745.754],[49483.207],[56741.805],[52868.484],50414.945
52399.555,52840.3247,52732.367,10/4/2010 20:00,[49922.586],[50436.64],[56942.902],[52653.82],50414.945
51700.266,51285.54663,52082.14,10/4/2010 21:00,[49992.258],[52604.094],[57059.336],[51981.844],50414.945
50512.562,50758.55293,50849.61,10/4/2010 22:00,[50186.75],[55061.285],[57108.34],[50613.137],50414.945
50022.598,50045.7915,50296.49,10/4/2010 23:00,[50693.812],[56172.367],[57032.75],[50062.375],50414.945
49494.004,49705.15216,49507.008,10/5/2010 0:00,[51604.605],[56662.45],[56711.492],[49322.516],50414.945
48605.797,49527.59732,49790.367,10/5/2010 1:00,[53362.523],[56740.785],[55928.664],[49427.582],49736.016
48635.45,49378.00542,49531.28,10/5/2010 2:00,[55447.516],[56709.016],[54898.766],[49304.11],49731.312
48883.277,49273.19331,49339.793,10/5/2010 3:00,[56304.227],[56505.52],[54345.875],[49222.605],49730.21
48990.79,49392.2802,49257.82,10/5/2010 4:00,[56759.004],[56205.58],[53863.496],[49178.73],49732.78
49383.41,49733.50618,49582.867,10/5/2010 5:00,[56961.387],[55841.438],[53010.41],[49502.402],49737.008
50038.07,50333.24261,50350.56,10/5/2010 6:00,[57025.305],[55273.24],[51767.832],[50167.105],49735.336
50989.453,52609.19055,51486.176,10/5/2010 7:00,[56981.344],[54945.74],[50948.695],[51165.562],49733.36
53867.688,54597.10074,54147.273,10/5/2010 8:00,[56873.88],[54900.715],[50282.395],[53835.19],49729.79
55623.07,56273.1167,55665.125,10/5/2010 9:00,[56661.484],[54508.176],[49891.074],[55527.117],49721.867
56532.53,56687.86759,56656.945,10/5/2010 10:00,[56178.395],[53793.895],[49626.984],[56682.336],49721.867
56537.164,56846.84565,56519.906,10/5/2010 11:00,[55184.605],[52480.793],[49461.32],[56763.],49721.867
56378.895,56686.88986,56424.35,10/5/2010 12:00,[54131.688],[51507.03],[49361.953],[56637.05],49721.867
56100.523,56690.21413,56196.652,10/5/2010 13:00,[53668.33],[50803.637],[49475.67],[56288.016],49721.867
55943.15,56851.92982,56142.832,10/5/2010 14:00,[53433.043],[50336.17],[49869.133],[56114.6],49721.867
55832.074,56748.09544,56233.11,10/5/2010 15:00,[52665.113],[50070.77],[50706.535],[56058.664],49721.867
55588.453,55428.75351,56082.016,10/5/2010 16:00,[51219.664],[49859.5],[53467.883],[55804.027],49721.867
54546.62,53812.37876,54756.44,10/5/2010 17:00,[50506.22],[49649.977],[55921.113],[54578.68],49721.867
53188.742,53714.21519,53349.67,10/5/2010 18:00,[49929.168],[49552.625],[56747.727],[53156.953],40873.625
52922.07,53683.51463,53150.64,10/5/2010 19:00,[49658.633],[49593.004],[57040.188],[52959.195],40873.566
52632.348,53196.02101,52949.297,10/5/2010 20:00,[49813.773],[50236.734],[57176.41],[52847.695],40873.15
52156.695,51903.2732,52470.246,10/5/2010 21:00,[49851.21],[52922.56],[57225.867],[52344.523],40873.23
51147.344,51232.35839,51486.117,10/5/2010 22:00,[50048.793],[55481.906],[57180.43],[51213.72],40872.934
50471.715,50465.62656,50850.81,10/5/2010 23:00,[50632.246],[56491.96],[56994.688],[50573.293],40872.67
49895.69,49995.53644,50058.625,10/6/2010 0:00,[51681.953],[56733.074],[56606.13],[49825.418],40872.844
49088.594,49757.55821,50567.86,10/6/2010 1:00,[53543.72],[56812.93],[55759.203],[49186.38],49820.605
49010.38,49541.67656,50694.062,10/6/2010 2:00,[55630.906],[56687.1],[54432.406],[49101.133],49820.605
49158.54,49428.84711,50828.37,10/6/2010 3:00,[56547.5],[56475.195],[54027.793],[49070.117],49820.605
49236.65,49417.5055,50905.906,10/6/2010 4:00,[57005.016],[56179.85],[53952.32],[49137.555],49820.605
49441.906,49770.07309,51015.754,10/6/2010 5:00,[57160.055],[55783.062],[53440.37],[49440.797],49820.605
50122.76,50423.97548,51683.027,10/6/2010 6:00,[57198.414],[55210.395],[51981.613],[50350.96],49820.605
51183.69,52821.74793,52787.66,10/6/2010 7:00,[57159.04],[54799.9],[51002.45],[51661.508],49820.605
54324.01,54713.25445,55641.44,10/6/2010 8:00,[57065.79],[54660.79],[50413.9],[54560.117],49820.605
